player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Corey Stewart,130349,T,PURDUE,11,100.0,1,273,58.6,65.3,54.3,3,18,327,100.0,100.0,96.5,4,22,1,597,0,0,597,597,345,345,0,0,252,0
Greg Nunnery,184781,T,SO MISS,12,100.0,0,296,55.7,62.7,50.7,4,10,314,100.0,100.0,96.5,1,18,4,597,0,0,0,597,330,330,0,596,267,1
Jack Conley,98524,G,BOSTON COL,12,99.8,0,121,59.3,57.7,58.6,0,13,260,99.6,99.6,97.1,2,14,1,595,0,0,0,596,271,272,543,0,324,50
Broderick Roman,100253,C,E MICHIGAN,10,100.0,0,160,67.2,73.1,62.6,1,8,324,100.0,100.0,98.3,0,10,1,595,595,0,0,595,347,347,0,0,248,0
Carson Bruno,145245,G,TCU,12,100.0,0,305,71.4,72.1,71.3,0,11,352,100.0,100.0,98.2,1,12,1,594,0,0,0,594,369,369,594,0,225,0
Sergio Muasau,86114,C,HAWAII,10,100.0,1,180,56.3,53.0,68.7,5,16,425,100.0,100.0,96.8,10,24,3,594,594,0,0,594,444,444,0,0,150,0
Zach Clayton,183957,T,MIDDLE TN,12,100.0,0,224,42.2,42.6,44.3,1,21,384,100.0,100.0,96.4,4,25,3,594,0,0,249,594,397,397,0,345,197,0
Brayden Keim,102845,T,BYU,9,100.0,0,128,71.7,75.6,65.3,3,9,288,100.0,100.0,96.9,0,15,3,593,0,0,0,593,305,305,0,591,288,1
Dustyn Morell,163141,G,KENT STATE,11,100.0,0,201,56.1,61.0,53.9,5,10,308,100.0,100.0,96.9,3,17,2,592,0,218,48,592,318,318,172,153,274,1
Jack Tucker,144753,T,LIBERTY,12,100.0,2,206,57.8,43.3,65.3,2,19,256,100.0,100.0,95.1,5,23,2,592,0,0,473,592,268,268,0,119,324,0
Landen Hatchett,171924,G,WASHINGTON,13,100.0,0,340,54.4,49.1,53.3,4,13,341,100.0,100.0,96.0,0,22,5,591,148,171,0,591,355,355,272,0,236,0
Tyler Cooper,101565,G,MINNESOTA,10,100.0,0,225,72.9,66.3,77.4,0,7,322,100.0,100.0,98.0,4,10,3,590,0,579,3,590,339,339,2,5,251,1
Gennings Dunker,144859,T,IOWA,11,100.0,0,192,90.2,76.2,90.2,2,9,260,100.0,100.0,97.1,1,13,2,588,0,0,0,588,269,269,0,588,319,0
Ben Rios,158827,G,UTSA,10,100.0,0,331,66.9,75.8,65.8,2,5,314,100.0,100.0,98.9,3,7,0,587,37,547,3,587,339,339,0,0,248,0
Tyson Ruffins,175727,G,NEVADA,11,100.0,0,239,68.9,73.9,66.0,3,7,267,100.0,100.0,98.1,1,10,0,585,0,585,0,585,299,299,0,0,286,0
Evan Buss,130543,T,N ILLINOIS,10,100.0,0,254,71.9,63.1,71.2,3,8,271,100.0,100.0,97.6,0,12,1,585,0,0,0,585,282,282,1,577,303,7
Leke Asenuga,128251,G,N TEXAS,8,100.0,0,251,59.4,81.2,51.9,1,10,358,100.0,100.0,98.5,5,11,0,585,0,584,0,585,387,387,0,0,198,1
Johnny Dickson III,157660,G,N TEXAS,10,100.0,1,251,63.9,76.1,65.8,0,5,360,100.0,100.0,99.0,9,6,1,585,105,147,0,585,388,388,331,0,197,1
Jalen Rivers,122221,T,MIAMI FL,8,100.0,1,220,70.7,78.8,65.8,1,7,323,100.0,100.0,98.5,3,9,1,583,0,219,364,583,348,348,0,0,235,0
Trevor Buhr,174661,G,IOWA STATE,13,99.8,0,193,55.1,54.9,52.5,3,4,297,99.7,99.7,98.8,0,7,0,582,0,531,0,583,316,317,48,0,266,2
Connor Tollison,146881,C,MISSOURI,9,100.0,0,229,74.2,61.0,75.4,3,9,299,100.0,100.0,97.3,1,14,2,582,582,0,0,582,314,314,0,0,268,0
Allen Jones Jr.,102326,T,TOLEDO,10,100.0,1,316,55.1,51.3,58.6,9,15,315,100.0,100.0,95.6,6,26,2,579,0,0,579,579,337,337,0,0,242,0
Myles Hinton,131761,T,MICHIGAN,10,100.0,0,222,69.0,69.4,66.0,3,6,256,100.0,100.0,97.9,1,10,1,578,0,0,572,578,265,265,0,1,313,5
Drew Evans,158693,G,INDIANA,9,100.0,0,190,69.6,81.7,66.1,0,4,269,100.0,100.0,99.3,2,4,0,578,0,578,0,578,282,282,0,0,296,0
Austin Leausa,141684,G,BYU,11,100.0,0,128,65.6,82.2,60.0,1,5,283,100.0,100.0,98.9,2,6,0,577,0,0,0,577,300,300,503,73,277,0
Phillip Houston,162943,T,COLORADO,9,100.0,0,143,67.3,57.5,78.2,0,25,367,100.0,100.0,95.2,6,30,5,575,0,0,0,575,397,397,0,575,178,0
Mak Pounders,144276,T,MISS STATE,11,100.0,2,227,52.4,56.8,51.8,6,9,311,100.0,100.0,96.3,6,19,4,574,0,0,573,574,334,334,0,0,240,1
Bruin Fleischmann,173861,T,AIR FORCE,12,82.0,0,101,61.2,64.5,62.0,0,0,22,15.5,16.0,100.0,4,0,0,574,0,0,25,700,24,150,0,34,550,279
Josiah Timoteo,175728,T,NEVADA,11,100.0,1,239,50.4,37.6,60.8,7,16,259,100.0,100.0,92.9,5,30,7,572,0,0,0,572,290,290,0,570,282,1
Izavion Miller,172459,T,AUBURN,11,100.0,1,115,61.1,61.6,61.8,0,17,323,100.0,100.0,96.1,4,21,4,571,0,0,1,571,331,331,0,570,240,0
Michael Tarquin,98407,T,OKLAHOMA,9,100.0,1,261,67.8,69.0,65.8,0,13,322,100.0,100.0,97.0,2,16,3,569,0,0,198,569,347,347,0,371,222,0
Reed Buys,124159,G,S ALABAMA,11,100.0,0,288,55.8,65.1,52.9,2,9,297,100.0,100.0,98.1,4,11,0,569,1,0,1,569,315,315,566,1,254,0
Seaburn Hines,147115,T,KENNESAW,12,100.0,0,200,59.5,44.5,61.3,1,9,244,100.0,100.0,98.0,0,10,0,567,0,218,0,567,256,256,0,349,311,0
Cooper Lovelace,158460,G,NWESTERN,10,100.0,1,256,61.4,55.2,67.3,5,12,329,100.0,100.0,97.1,6,18,1,566,10,556,0,566,348,348,0,0,218,0
Monroe Mills,122977,T,LOUISVILLE,10,100.0,1,210,82.5,75.9,81.6,2,4,300,100.0,100.0,98.7,3,7,1,566,0,0,260,566,318,318,0,306,248,0
Tyler Mercer,183479,C,N TEXAS,8,100.0,0,251,67.2,77.7,62.3,0,3,359,100.0,100.0,99.6,3,3,0,565,565,0,0,565,386,386,0,0,179,0
Earnest Greene III,157074,T,GEORGIA,11,100.0,0,173,59.5,65.7,53.0,6,10,337,100.0,100.0,97.0,1,18,2,565,0,0,530,565,355,355,0,31,210,2
Seth McLaughlin,123927,C,OHIO STATE,10,100.0,0,260,70.7,74.1,67.9,0,7,280,100.0,100.0,98.7,1,7,0,565,565,0,0,565,290,290,0,0,275,0
Ryan Mosesso,147426,T,UMASS,9,100.0,0,216,62.8,61.8,61.4,2,11,250,100.0,100.0,96.6,1,15,2,562,0,0,68,562,272,272,0,493,290,0
Chase Bisontis,172570,G,TEXAS A&M,10,100.0,1,312,70.2,69.5,71.8,0,9,266,100.0,100.0,97.9,8,10,1,562,0,562,0,562,280,280,0,0,282,0
Jordan Spasojevic-Moko,147012,G,CHARLOTTE,10,100.0,2,136,57.2,66.6,56.1,1,13,306,100.0,100.0,97.4,5,15,1,562,0,562,0,562,331,331,0,0,231,0
Delvin Morris,176273,G,AKRON,12,100.0,1,102,47.9,51.3,46.8,1,11,331,100.0,100.0,97.9,4,13,1,560,72,486,0,560,350,350,0,0,210,1
Eli Russ,122987,G,TROY,9,100.0,2,318,69.4,75.1,67.9,2,5,251,100.0,100.0,98.6,3,7,0,559,133,421,0,559,265,265,0,3,294,2
Eric King,173275,G,TEMPLE,9,100.0,0,306,57.7,71.9,54.1,3,7,309,100.0,100.0,97.7,4,12,2,559,0,559,0,559,326,326,0,0,233,0
Greg Crippen,144924,C,MICHIGAN,11,100.0,0,222,61.1,72.2,56.4,2,7,239,100.0,100.0,97.7,0,10,1,558,557,0,0,558,247,247,0,0,311,0
MarKendrick Beall,171195,G,SM HOUSTON,9,100.0,0,281,57.9,79.7,52.2,2,5,241,100.0,100.0,98.1,2,8,1,558,83,475,0,558,253,253,0,0,305,0
Julius Buelow,100523,G,OLE MISS,11,100.0,0,226,52.6,56.8,51.8,2,16,306,100.0,100.0,96.1,3,21,3,554,0,54,0,554,325,325,361,139,229,0
Jayden Ramsey,147025,G,APP STATE,9,100.0,1,108,78.0,78.0,78.7,0,6,276,100.0,100.0,98.9,1,6,0,553,0,2,0,553,304,304,550,0,249,0
Hank Zilinskas,171911,C,COLORADO,10,100.0,1,143,60.1,63.4,65.1,4,10,353,100.0,100.0,97.5,8,16,2,553,553,0,0,553,380,380,0,0,173,0
Wisdom Quarshie,98198,G,TEMPLE,8,100.0,0,306,59.3,66.8,54.8,2,6,330,100.0,100.0,98.5,1,9,1,550,0,0,0,550,357,357,550,0,193,0
Kolt Dieterich,175612,T,SM HOUSTON,13,100.0,0,281,64.9,63.8,61.9,3,8,247,100.0,100.0,96.6,1,14,3,549,0,0,548,549,261,261,0,0,288,0
Zhen Sotelo,146067,G,HAWAII,9,100.0,0,180,68.0,72.9,67.9,2,11,381,100.0,100.0,97.8,3,15,2,549,0,547,0,549,401,401,0,0,148,1
Ethan Onianwa,155966,T,RICE,9,100.0,0,275,69.1,72.3,64.0,4,4,341,100.0,100.0,98.5,1,9,1,549,0,0,548,549,350,350,1,0,199,0
JT Pennington,150312,G,KENNESAW,12,100.0,0,200,62.8,54.5,65.4,1,3,230,100.0,100.0,98.3,4,6,2,548,0,548,0,548,236,236,0,0,312,0
Blake Bustard,184042,T,E MICHIGAN,9,100.0,0,160,61.8,63.1,57.7,2,10,283,100.0,100.0,97.5,1,13,1,546,0,1,213,546,300,300,0,329,246,2
Deondre Buford,124053,T,CINCINNATI,10,100.0,0,138,55.0,56.3,58.4,1,11,285,100.0,100.0,97.2,8,14,2,545,0,184,0,545,298,298,0,361,247,0
Chris Hood,163085,T,BALL ST,11,100.0,0,117,65.4,69.0,60.0,2,12,316,100.0,100.0,96.8,1,17,3,545,0,0,456,545,330,330,75,14,215,0
Markel Bell,183226,T,MIAMI FL,13,100.0,0,220,61.0,63.6,58.6,2,13,333,100.0,100.0,96.8,4,18,3,544,0,1,543,544,360,360,0,0,184,0
Louie Canepa,156939,T,NEW MEX ST,11,100.0,0,242,65.2,62.0,66.0,3,6,233,100.0,100.0,96.8,3,12,3,543,0,0,0,543,256,256,250,292,287,1
Gunnar Helm,144726,TE,TEXAS,16,51.5,0,311,62.3,66.9,43.5,2,1,93,16.0,16.1,97.3,7,4,1,543,0,0,1,1054,98,609,0,1,445,830
Jackson Carsello,145040,C,NWESTERN,10,100.0,1,256,54.0,56.7,56.6,3,8,331,100.0,100.0,97.7,7,13,2,542,542,0,0,542,346,346,0,0,196,0
Austin Collins,122700,G,LOUISVILLE,12,100.0,0,210,64.0,85.1,56.8,0,8,295,100.0,100.0,98.6,2,8,0,542,0,0,0,542,311,311,542,0,231,0
Zovon Lindsay,98233,T,COAST CAR,11,100.0,0,141,67.0,66.1,65.1,3,8,236,100.0,100.0,97.7,1,11,0,539,0,0,0,539,254,254,0,538,285,0
Corey Robinson II,144567,T,GA TECH,12,100.0,0,176,67.8,91.0,54.6,2,1,263,100.0,100.0,99.4,1,3,0,539,0,0,537,539,279,279,0,0,260,2
Ellis Adams,104742,G,MIDDLE TN,11,100.0,0,224,62.3,56.2,64.4,3,9,351,100.0,100.0,97.4,1,15,3,535,0,99,0,535,367,367,284,152,168,0
Jez Janvier,145758,G,E MICHIGAN,10,100.0,1,160,62.2,58.1,61.3,2,9,284,100.0,100.0,98.1,1,11,0,535,0,0,2,535,301,301,533,0,234,0
Sam Yoon,162471,C,UCLA,8,100.0,0,324,50.0,55.6,47.7,2,19,330,100.0,100.0,96.2,3,23,2,534,534,0,0,534,337,337,0,0,197,0
Connor Pay,122073,C,BYU,9,100.0,0,128,64.8,82.2,59.4,2,3,255,100.0,100.0,99.0,5,5,0,532,532,0,0,532,277,277,0,0,255,0
Jeremiah Byers,100806,T,FLORIDA ST,9,100.0,3,167,66.4,73.3,63.8,3,15,306,100.0,100.0,96.4,8,20,2,531,0,1,0,531,325,325,0,530,206,0
Zane Herring,122402,G,USF,8,100.0,0,327,53.1,44.7,53.7,0,17,289,100.0,100.0,96.7,1,18,1,530,0,3,0,530,314,314,526,1,216,0
Toreon Penright,86146,T,FRESNO ST,12,100.0,0,169,50.8,43.9,56.9,6,13,315,100.0,100.0,96.7,5,20,1,529,0,0,287,529,339,339,241,0,190,1
Santana Saunders,145361,G,DOMINION,9,100.0,0,263,52.1,55.6,52.3,0,11,248,100.0,100.0,95.8,4,16,5,529,0,147,0,529,265,265,217,165,264,0
Gabe Cavazos Jr.,146844,T,SO MISS,11,100.0,0,296,56.2,57.5,52.9,6,10,282,100.0,100.0,95.4,0,21,5,528,0,0,521,528,301,301,0,4,227,1
Xavior Gray,100263,T,LIBERTY,11,100.0,0,206,73.0,57.1,79.4,1,11,218,100.0,100.0,96.8,6,13,1,528,0,0,0,528,235,235,0,527,293,1
Mike Lofton,123751,C,USF,13,100.0,1,327,54.0,59.9,55.8,3,11,278,100.0,100.0,97.1,6,15,1,528,528,0,0,528,301,301,0,0,227,0
Ryan Jacoby,98405,G,PITTSBURGH,10,100.0,0,268,56.2,50.9,54.8,1,7,315,100.0,100.0,97.1,0,13,5,527,0,527,0,527,337,337,0,0,190,0
Jake Springfield,99425,T,OKLA STATE,8,100.0,0,262,75.9,80.9,69.3,0,5,289,100.0,100.0,98.8,1,6,1,524,0,0,0,524,311,311,0,524,213,0
Troy Everett,147024,C,OKLAHOMA,8,100.0,1,261,68.2,75.5,64.3,0,3,285,100.0,100.0,98.1,2,7,4,523,523,0,0,523,298,298,0,0,225,0
Harris Sewell,170024,G,CLEMSON,12,100.0,0,140,60.7,57.6,60.6,2,7,282,100.0,100.0,97.7,2,11,2,523,31,112,1,523,298,298,375,4,225,0
Fa'alili Fa'amoe,131930,T,WASH STATE,9,100.0,0,341,58.2,72.8,54.8,1,9,286,100.0,100.0,97.6,7,12,2,521,0,0,0,521,300,300,0,521,221,0
Gaard Memmelaar,131906,G,WASHINGTON,12,100.0,1,340,57.2,65.5,53.5,2,7,296,100.0,100.0,98.5,2,9,0,520,0,520,0,520,304,304,0,0,216,0
Anthony Walton,147087,G,COAST CAR,12,100.0,0,141,56.6,56.1,55.5,2,7,233,100.0,100.0,97.2,2,11,2,517,0,329,0,517,249,249,187,0,268,0
Gunnar Gottula,170227,T,NEBRASKA,11,100.0,0,238,61.3,68.4,55.8,2,12,261,99.6,99.6,96.6,2,16,2,516,0,3,512,516,276,277,0,0,240,0
Jacob Kettels,102317,T,KENNESAW,10,100.0,1,200,55.2,39.7,63.7,7,8,235,100.0,100.0,96.8,6,15,0,516,0,0,481,516,244,244,0,35,272,0
Weston Kropp,163002,G,RICE,11,100.0,0,275,52.7,38.9,58.7,6,12,325,100.0,100.0,97.2,5,18,0,514,15,295,0,514,341,341,204,0,173,0
Alec Falk,186417,G,AIR FORCE,11,100.0,0,101,65.1,66.1,63.2,0,1,94,100.0,100.0,98.4,0,2,1,513,0,513,0,513,103,103,0,0,410,0
Griffin Scroggs,157060,G,APP STATE,10,100.0,0,108,69.9,70.8,68.4,0,6,270,100.0,100.0,98.5,0,7,1,513,0,506,0,513,291,291,6,1,222,0
Trace Norfleet,163004,G,RICE,11,100.0,0,275,51.7,43.8,50.4,2,15,316,100.0,100.0,97.3,1,17,0,512,0,74,0,512,332,332,437,1,180,0
Jacob Sexton,158081,G,OKLAHOMA,8,100.0,0,261,55.1,45.7,58.6,3,11,282,100.0,100.0,96.1,4,18,4,510,0,281,229,510,306,306,0,0,204,0
Dartanyan Tinsley,156073,G,CINCINNATI,9,100.0,1,138,64.8,76.7,60.8,0,3,273,100.0,100.0,99.1,2,4,1,509,0,508,0,509,285,285,0,0,224,1
Justin Mayers,100808,G,COLORADO,11,100.0,1,143,70.2,84.9,64.5,0,6,342,100.0,100.0,98.8,2,7,1,509,0,356,0,509,366,366,153,0,143,0
Chance Carroll,122826,C,GA SOUTHRN,13,100.0,0,174,61.4,76.4,55.9,2,3,273,100.0,100.0,99.1,2,5,0,506,505,0,0,506,296,296,0,0,210,0
Maarten Woudsma,163544,G,DOMINION,10,100.0,2,263,51.8,41.5,53.9,1,12,263,100.0,100.0,96.8,9,15,2,506,0,377,0,506,280,280,129,0,226,0
Wyatt Terlaak,121871,G,UMASS,10,100.0,0,216,52.2,49.1,51.4,4,10,253,100.0,100.0,96.0,3,17,3,505,0,505,0,505,269,269,0,0,236,0
Ty Furnish,151082,G,VIRGINIA,10,100.0,0,335,57.9,44.4,60.8,0,19,278,100.0,100.0,95.1,2,23,4,504,14,0,0,504,291,291,489,0,213,1
Isaiah Sillemon,146134,TE,NEW MEXICO,12,91.1,2,241,56.8,55.7,62.2,3,10,218,82.0,83.2,96.6,4,14,1,504,0,0,4,553,242,291,0,4,262,500
Josh Grabowski,158237,G,NEVADA,12,99.8,0,239,78.0,80.0,77.3,1,6,239,99.6,99.6,98.5,0,7,0,504,0,254,0,505,250,251,201,0,254,50
Bryant Williams,156735,T,LA LAFAYET,12,100.0,0,207,59.4,58.6,58.3,3,7,256,100.0,100.0,97.3,1,12,2,503,0,0,377,503,270,270,0,122,233,3
Logan Howland,173702,T,OKLAHOMA,11,100.0,0,261,67.9,70.2,62.9,3,14,261,100.0,100.0,96.0,0,19,2,502,0,0,500,502,270,270,0,0,232,2
Bob Schick,144103,G,VA TECH,12,100.0,0,337,60.8,70.6,57.3,1,4,252,100.0,100.0,99.0,4,5,0,502,0,457,0,502,267,267,44,0,235,0
Jaeden Roberts,146598,G,ALABAMA,12,100.0,0,103,67.3,63.0,71.3,0,10,236,100.0,100.0,97.5,4,11,1,502,0,0,0,502,253,253,502,0,249,0
Tate Ratledge,124034,G,GEORGIA,10,100.0,0,173,74.4,77.3,74.7,2,4,286,100.0,100.0,98.6,2,7,1,500,0,2,0,500,311,311,498,0,189,0
John Campbell Jr.,77383,T,TENNESSEE,13,100.0,3,307,48.3,51.5,52.7,0,13,244,100.0,100.0,95.7,12,17,4,500,0,0,0,500,262,262,0,500,238,0
David Crossan,147360,T,ARMY,14,89.6,0,114,67.6,79.5,73.3,0,0,19,26.0,26.6,100.0,4,0,0,500,0,0,104,558,21,79,0,67,479,306
Keydrell Lewis,154704,T,MEMPHIS,8,100.0,2,218,65.7,64.9,69.0,2,15,293,100.0,100.0,96.8,7,18,1,499,0,0,0,499,311,311,0,499,188,0
Jayvin Q. James,173357,T,AKRON,12,99.8,1,102,65.0,71.2,62.2,0,7,293,99.7,99.7,97.4,4,11,4,497,0,0,0,498,311,312,0,496,186,0
Austin Siereveld,170269,G,OHIO STATE,15,100.0,0,260,62.5,61.0,60.9,1,7,259,100.0,100.0,97.3,2,11,3,495,0,307,0,495,274,274,188,0,221,0
Shamarr Jackson,171069,T,NEW MEX ST,10,100.0,0,242,43.0,39.5,46.7,3,14,223,100.0,100.0,94.8,5,20,3,494,0,0,297,494,241,241,0,194,253,3
Trevor Tate,173885,T,AIR FORCE,10,100.0,0,101,65.8,33.9,67.8,1,3,93,100.0,100.0,94.6,0,7,3,492,0,0,471,492,101,101,0,17,391,4
Sam Pendleton,171096,G,NOTRE DAME,13,100.0,0,258,63.2,66.2,64.0,3,3,239,100.0,100.0,98.7,4,6,0,492,0,455,0,492,254,254,35,0,238,0
John Hofer,145935,G,W MICHIGAN,13,100.0,0,347,67.0,55.2,68.0,1,6,222,100.0,100.0,95.7,1,13,6,490,3,377,0,490,230,230,100,9,260,0
Jonathan Mendoza,108583,T,LOUISVILLE,13,100.0,0,210,67.6,72.5,63.9,3,13,262,100.0,100.0,96.2,3,18,2,490,0,0,96,490,276,276,0,393,214,0
Chris Farrell,176097,G,KENT STATE,11,100.0,0,201,55.4,71.9,51.0,1,5,247,100.0,100.0,98.0,2,8,2,489,3,0,0,489,260,260,486,0,229,0
Dalton Merryman,176436,T,TEXAS TECH,8,100.0,1,315,63.9,59.0,71.2,6,9,267,100.0,100.0,96.4,7,17,2,488,0,0,484,488,284,284,0,0,204,4
Tyler Keinath,164945,G,BOISE ST,10,100.0,0,120,60.2,65.8,58.1,0,10,215,100.0,100.0,97.7,3,10,0,487,0,32,0,487,228,228,455,0,259,0
TJ Ferguson,146597,G,FLORIDA ST,11,100.0,2,167,42.6,55.4,36.3,1,14,278,100.0,100.0,96.2,5,18,3,487,0,487,0,487,295,295,0,0,192,0
Bradyn Joiner,172454,G,AUBURN,10,100.0,0,115,62.4,55.6,63.6,0,8,270,100.0,100.0,97.4,1,11,3,486,3,470,0,486,281,281,13,0,205,0
Landon Nelson,156569,C,LA TECH,12,100.0,0,208,57.3,61.3,55.6,2,7,241,100.0,100.0,98.1,1,9,0,484,484,0,0,484,248,248,0,0,236,0
Sam Carson,181149,T,LA MONROE,9,100.0,0,209,68.7,71.0,65.6,1,7,195,100.0,100.0,97.9,1,8,0,481,0,1,477,481,204,204,0,0,277,2
David Ndukwe,123458,T,HOUSTON,11,100.0,0,182,67.7,73.9,62.5,1,5,227,100.0,100.0,98.2,3,7,1,480,0,0,479,480,241,241,0,0,239,1
Malachi Breland,169934,G,MEMPHIS,11,100.0,1,218,55.0,51.8,56.8,2,7,240,100.0,100.0,96.9,5,12,3,479,0,473,0,479,254,254,5,0,225,0
Orion Irving,160284,T,SM HOUSTON,10,100.0,1,281,65.8,73.5,59.6,0,6,219,100.0,100.0,98.2,1,7,1,477,0,0,0,477,228,228,0,471,249,6
Tanner Arkin,146008,TE,ILLINOIS,13,63.6,1,187,63.1,60.8,76.9,4,2,106,29.7,30.2,96.2,4,7,1,476,0,0,0,748,117,388,0,1,359,572
Jack Witmer,151103,T,VIRGINIA,12,100.0,1,335,51.8,42.5,56.8,8,7,270,100.0,100.0,95.4,1,20,5,476,0,0,358,476,285,285,0,115,191,3
Dontae Lucas,98047,G,SO MISS,12,100.0,1,296,63.0,70.6,61.6,1,4,249,100.0,100.0,98.6,2,6,1,476,0,0,0,476,260,260,476,0,216,0
Darius Bell,148375,G,E CAROLINA,9,100.0,0,156,53.9,56.7,52.8,1,6,251,100.0,100.0,97.8,3,9,2,473,0,456,0,473,268,268,17,0,205,0
Bruce Mitchell,157431,C,BYU,11,100.0,0,128,55.8,73.4,54.1,3,4,208,100.0,100.0,97.8,4,8,1,472,273,6,0,472,226,226,190,0,246,2
Wil Saxton,156838,G,SO MISS,12,100.0,0,296,54.5,61.6,52.1,1,13,254,100.0,100.0,96.5,4,16,2,469,0,464,0,469,271,271,2,0,198,1
McKale Boley,156387,T,VIRGINIA,8,100.0,1,335,67.6,59.9,71.6,3,8,262,100.0,100.0,95.6,2,17,6,469,0,0,463,469,278,278,0,0,191,5
Mack Indestad,157468,T,E MICHIGAN,10,100.0,2,160,63.2,48.5,69.3,6,13,256,100.0,100.0,94.7,5,23,4,465,0,0,462,465,273,273,0,0,192,0
Dalton Cooper,98482,T,OKLA STATE,9,100.0,0,262,73.2,85.5,60.8,1,5,264,100.0,100.0,98.9,3,6,0,464,0,0,464,464,285,285,0,0,179,0
Matt Henry,190689,G,TROY,9,100.0,0,318,70.9,59.3,73.3,0,4,213,100.0,100.0,99.1,2,4,0,463,0,35,0,463,224,224,428,0,239,0
Garner Langlo,146670,G,APP STATE,10,100.0,0,108,54.1,50.0,53.9,2,12,250,100.0,100.0,96.8,2,15,1,462,0,311,0,462,273,273,109,42,189,0
Wes King,157673,G,WYOMING,8,100.0,1,351,65.9,80.2,62.0,3,4,210,100.0,100.0,98.3,2,7,0,461,0,461,0,461,224,224,0,0,237,0
Garrett Dellinger,146770,G,LSU,7,100.0,0,211,72.5,80.0,69.3,0,3,268,100.0,100.0,99.4,0,3,0,461,0,460,0,461,291,291,0,0,170,0
Zylon Crisler,158202,G,ILLINOIS,13,100.0,0,187,49.6,51.2,48.1,3,6,226,100.0,100.0,97.6,2,10,1,460,0,0,0,460,249,249,449,0,211,11
Phillip Wilder,134752,T,CINCINNATI,8,100.0,0,138,55.8,62.8,57.3,2,10,256,100.0,100.0,96.9,7,14,2,457,0,0,0,457,268,268,0,457,189,0
Cam Nichols,175253,G,NAVY,11,100.0,0,237,61.7,53.7,62.8,1,4,124,100.0,100.0,98.0,2,5,0,457,0,0,0,457,130,130,457,0,327,0
Trevonte Sylvester,123682,T,LOUISVILLE,11,100.0,2,210,53.5,51.6,55.5,2,11,235,100.0,100.0,96.8,5,14,1,456,0,0,441,456,244,244,0,1,212,14
Ugonna Nnanna,123675,G,VIRGINIA,12,100.0,0,335,52.3,36.3,57.0,3,9,257,100.0,100.0,97.3,2,13,1,455,0,128,0,455,280,280,319,0,175,1
Elijah Sohn,165786,TE,SM HOUSTON,13,67.3,0,281,51.9,69.9,52.6,0,3,73,25.5,26.6,97.9,3,3,0,455,0,0,1,676,80,301,0,0,375,516
Randy Pittman Jr.,176195,TE,UCF,12,60.9,0,323,63.7,72.7,54.9,0,1,59,17.2,18.0,99.2,3,1,0,455,0,0,1,747,64,356,0,0,391,347
Dayne Davis,99049,T,TENNESSEE,13,100.0,0,307,59.0,60.2,60.4,0,8,216,100.0,100.0,96.3,3,12,4,453,0,0,58,453,234,234,0,395,219,0
Maddux Madsen,163379,QB,BOISE ST,14,47.7,0,120,74.5,,60.1,0,0,0,0.0,0.0,,1,0,0,451,0,0,0,945,0,465,0,0,451,0
Diego Barajas,173257,T,TEMPLE,8,100.0,0,306,51.4,45.5,56.0,4,12,235,100.0,100.0,94.9,3,20,4,449,0,0,190,449,248,248,0,259,201,0
Sam Roush,157270,TE,STANFORD,12,56.3,1,300,61.3,67.1,65.9,0,6,110,25.1,25.7,97.3,6,6,0,449,0,0,0,798,121,470,0,0,328,394
Tyler McMahan,188817,G,S DIEGO ST,9,100.0,1,284,56.3,68.6,58.5,2,7,222,100.0,100.0,97.5,10,10,1,447,0,1,0,447,242,242,445,0,205,1
Larry Moore III,123149,T,N TEXAS,6,100.0,0,251,43.6,36.4,50.0,4,16,262,100.0,100.0,95.4,7,22,2,447,0,0,213,447,284,284,0,233,163,1
Anthony Donkoh,170281,T,PENN STATE,11,99.8,0,266,68.1,66.6,69.7,0,8,223,99.6,99.6,98.2,3,8,0,446,0,1,0,447,230,231,0,436,216,8
Niki Prongos,162464,T,UCLA,9,100.0,0,324,53.0,63.0,48.7,3,18,279,100.0,100.0,96.2,3,21,0,443,0,0,268,443,293,293,108,66,150,1
Quinn Murphy,102843,G,W MICHIGAN,13,100.0,0,347,63.1,55.5,62.6,1,7,179,100.0,100.0,96.6,0,10,2,442,0,440,0,442,187,187,0,1,255,0
Jack Tanner,190749,T,TULSA,9,100.0,1,320,45.4,30.6,54.7,3,23,220,100.0,100.0,93.2,4,28,2,441,0,0,377,441,239,239,63,0,202,0
Shiyazh Pete,147455,T,NEW MEX ST,6,100.0,0,242,75.6,70.8,72.8,0,3,194,100.0,100.0,98.2,0,5,2,440,0,0,438,440,202,202,0,0,238,2
Paul Mubenga,172488,G,LSU,9,100.0,0,211,46.1,42.9,42.2,4,17,268,100.0,100.0,95.3,1,23,2,438,0,437,0,438,276,276,0,0,162,0
Kaleo Ballungay,128343,TE,UNLV,14,60.4,0,325,54.3,57.1,59.3,1,6,62,18.6,18.5,91.1,2,9,2,436,0,0,1,722,65,351,0,0,371,446
