gsis_id,display_name,common_first_name,first_name,last_name,short_name,football_name,suffix,esb_id,nfl_id,pfr_id,pff_id,otc_id,espn_id,smart_id,birth_date,position_group,position,ngs_position_group,ngs_position,height,weight,headshot,college_name,college_conference,jersey_number,rookie_season,last_season,latest_team,status,ngs_status,ngs_status_short_description,years_of_experience,pff_position,pff_status,draft_year,draft_round,draft_pick,draft_team
BRO160701,Tony Brooks,Tony,Raymond,Brooks,,,,BRO160701,,BrooTo21,,,12109,32004252-4f16-0701-ba5e-c1883df2400e,1969-08-17,RB,RB,,,72,230,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/p0c0xuehcehwuobdhypu",Notre Dame; Holy Cross College,,0,1992,1993,PHI,PUP,,,2,,,1992,4,92,PHI
00-0001847,Reggie Brooks,Reggie,Reginald,Brooks,,,,BRO161874,,BrooRe00,,,7391,32004252-4f16-1874-1528-2d148a1a02d9,1971-01-19,RB,RB,,,68,211,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mu0i6idh5wwh8luhmp8o",Notre Dame,,41,1993,1996,TB,ACT,,,4,,,1993,2,45,WAS
00-0001848,Robert Brooks,Robert,Robert,Brooks,,,,BRO166566,,BrooRo00,,,310,32004252-4f16-6566-6331-dba10c4955ed,1970-06-23,WR,WR,,,72,180,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lvqow0ubp9hjsnmocubd",South Carolina,,85,1992,2000,DEN,CUT,,,8,,,1992,3,62,GB
00-0019531,Rodregis Brooks,Rodregis,Rodregis,Brooks,,,,BRO167152,25551,BrooRo20,,,2369,32004252-4f16-7152-7e03-dd4f12183000,1978-08-30,DB,DB,,,69,185,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nvubuw2hxjxqxh4ux9bz",UAB,,26,2000,2002,IND,CUT,,,3,,,2000,7,238,IND
00-0029280,Ron Brooks,Ron,Ron,Brooks,R.Brooks,Ron,,BRO167445,38654,BrooRo01,7124,250,15008,32004252-4f16-7445-aa74-c1534329a40d,1988-10-16,DB,CB,DB,SLOT_CB,70,190,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ufmdevgj3eqpmq23jhsy",LSU,,33,2012,2016,PHI,RES,CUT,,5,CB,,2012,4,124,BUF
00-0001849,Steve Brooks,Steve,Steven,Brooks,,,,BRO167739,,BrooSt20,,,,32004252-4f16-7739-34b9-8c7e2a51238c,1971-06-02,TE,TE,,,77,245,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zwsgcrk5huxjs6zx4vs6",Occidental College,,48,1996,1996,DET,CUT,,,1,,,,,,
00-0040208,Tahj Brooks,Tahj,Tahj,Brooks,T.Brooks,Tahj,,BRO168325,58398,BrooTa00,123133,12553,4429299,32004252-4f16-8325-38e7-d7fab363c600,2002-05-13,RB,RB,RB,RB,69,220,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wi7smnfts8t04wnd0n3p",Texas Tech,Big Twelve Conference,25,2025,2025,CIN,ACT,ACT,Active,0,HB,A,2025,6,193,CIN
BRO168912,Chet Brooks,Chet,Terrance,Brooks,,,,BRO168912,,BrooCh20,,,,32004252-4f16-8912-7e23-4dcac32ab896,1966-01-01,DB,S,,,71,191,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lqmoijtphboyy4jjxa7e",Texas A&M,,0,1988,1990,SF,ACT,,,3,,,1988,11,303,SF
00-0031338,Terrence Brooks,Terrence,Terrence,Brooks,T.Brooks,Terrence,,BRO172431,41308,BrooTe00,8714,3018,16768,32004252-4f17-2431-b6c3-4555505c8682,1992-03-02,DB,FS,DB,SAFETY,71,205,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/o21l87qgeibe1alrmzym",Florida State,Atlantic Coast Conference,8,2014,2021,HOU,ACT,CUT,Active,8,S,,2014,3,79,BAL
00-0001826,Bill Brooks,Bill,William,Brooks,,,,BRO178296,,BrooBi00,,,6422,32004252-4f17-8296-e9bf-08a22ec81727,1964-04-06,WR,WR,,,72,193,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ukecrbmiopviabjt2rqz",Boston University,,80,1986,1996,WAS,ACT,,,11,,,1986,4,86,IND
00-0001829,Bucky Brooks,Bucky,William,Brooks,,,,BRO175950,,BrooBu20,,,541,32004252-4f17-5950-cf66-be7f5c368ab5,1971-01-22,DB,DB,,,72,192,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ky53xezra6dn5bvv9vvd",North Carolina,,33,1994,1998,LV,ACT,,,4,,,1994,2,48,BUF
BRO182988,Billy Brooks,Billy,William,Brooks,,,,BRO182988,,BrooBi01,,,,32004252-4f18-2988-5805-aa7c2f7b2ee7,1953-08-20,WR,WR,,,75,204,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vxbo8ddsbwcvykzhx3uf",Oklahoma,,0,1976,1981,HOU,ACT,,,5,,,1976,1,11,CIN
00-0032808,Zac Brooks,Zac,Zacchaeous,Brooks,Z.Brooks,Zac,,BRO186507,43536,BrooZa00,10881,4960,2977667,32004252-4f18-6507-81f2-3066dc355ee9,1993-02-01,RB,RB,,,72,200,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/stwiknqswtdsyjijzwyc",Clemson,Atlantic Coast Conference,0,2016,2016,DEN,DEV,ACT,Active,0,,,2016,7,247,SEA
00-0035551,Tony Brooks-James,Tony,Tony,Brooks-James,T.Brooks-James,Tony,,BRO188266,48687,BrooTo01,45764,8523,3886841,32004252-4f18-8266-dfbd-5eaab88ddc32,1994-12-06,RB,RB,RB,RB,69,190,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zn6yi45uu1wgpm8x08ph",Oregon,Pacific Twelve Conference,35,2019,2020,ATL,DEV,CUT,Waivers/No Rec.,1,HB,A,,,,
00-0030903,Deon Broomfield,Deon,Deon,Broomfield,,,,BRO189439,,BrooDe02,9209,3268,17305,32004252-4f18-9439-a282-5c4deb2a0158,1991-08-03,DB,DB,,,72,206,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ryzobfhquskifz13ot6y",Iowa State,,46,2014,2014,BUF,DEV,,,0,,,,,,
00-0001855,Donald Broomfield,Donald,Donald,Broomfield,,,,BRO190026,24761,,,,,32004252-4f19-0026-6af9-5ebe427a9b18,1976-06-10,DL,DT,,,75,294,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/j5iurvqnw4ciaopwvmc9",Clemson,,63,2000,2000,ARI,CUT,,,1,,,,,,
BRO192372,Jay Brophy,Jay,James,Brophy,,,,BRO192372,,BropJa20,,,,32004252-4f19-2372-cd2f-1413877e7c6f,1960-07-27,LB,LB,,,75,233,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/aprectfvo7t0od2p8czi",Miami,,0,1984,1987,NYJ,ACT,,,4,,,1984,2,53,MIA
00-0040494,Max Brosmer,Max,Max,Brosmer,M.Brosmer,Max,,BRO199149,58939,BrosMa00,105568,12646,4573398,32004252-4f19-9149-624d-7decc259d706,2001-03-28,QB,QB,QB,QB,74,217,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sp7hya1uwgvty3grdnjq",Minnesota; New Hampshire,Big Ten Conference,12,2025,2025,MIN,ACT,ACT,Active,0,QB,A,,,,
00-0034961,Nick Brossette,Nick,Nick,Brossette,N.Brossette,Nick,,BRO201495,48098,BrosNi01,35314,8078,3843406,32004252-4f20-1495-bf7c-3f5bd5022357,1996-03-02,RB,RB,,,72,221,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ftnt32syzwbm2sd6poqw",LSU,,0,2019,2019,DET,CUT,CUT,,0,,,,,,
00-0001857,Bern Brostek,Bern,Bern,Brostek,,,,BRO201756,,BrosBe20,,,7047,32004252-4f20-1756-9631-491ba3c3ea79,1966-09-11,OL,C,,,75,300,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pu9mzpkonz86gbf0qqpm",Washington,,61,1990,1997,LA,CUT,,,8,,,1990,1,23,LA
00-0001858,Kevin Brothen,Kevin,Kevin,Brothen,,,,BRO204102,,,,,,32004252-4f20-4102-8eea-4066e9623f06,1969-11-16,OL,C,,,73,293,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ehnmhl20bjg3fa9zrakl",Vanderbilt,,77,1993,1996,MIA,CUT,,,2,,,,,,
00-0032422,Kentrell Brothers,Kentrell,Kentrell,Brothers,K.Brothers,Kentrell,,BRO204395,43449,BrotKe00,10794,4873,2577354,32004252-4f20-4395-67c1-abe97c149b30,1993-02-08,LB,LB,,,73,242,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/op9zed2hki3v4rsjzwgi",Missouri,,40,2016,2019,MIN,ACT,UFA,,4,LB,,2016,5,160,MIN
BRO206448,Bob Brotzki,Bob,Robert,Brotzki,,,,BRO206448,,BrotBo20,,,,32004252-4f20-6448-6752-ec899984b15d,1962-12-24,OL,OT,,,77,281,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sj3jucmfxqfircucodmb",Syracuse,,0,1986,1988,DAL,ACT,,,3,,,1986,9,228,IND
00-0029246,Braylon Broughton,Braylon,Braylon,Broughton,,,,BRO208207,,BrouBr00,,,15461,32004252-4f20-8207-2626-d40ddc32d624,1987-12-25,DL,DE,,,78,272,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ctv7dwzyvfqijuops3yy",TCU,,62,2012,2012,NO,DEV,,,0,,,,,,
00-0035315,Cortez Broughton,Cortez,Cortez,Broughton,C.Broughton,Cortez,,BRO208500,48025,BrouCo00,38524,8033,3139036,32004252-4f20-8500-78c6-6accf2805a05,1996-09-02,DL,DT,DL,INTERIOR_LINE,74,293,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zaxhyph3guycygfkt2bq",Cincinnati,American Athletic Conference,,2019,2022,BUF,DEV,CUT,Waivers/No Rec.,3,DI,A,2019,7,242,LAC
00-0001862,Luther Broughton,Luther,Luther,Broughton,,,,BRO208794,22484,BrouLu00,,,1312,32004252-4f20-8794-b815-fe6b5e0952a2,1974-11-30,TE,TE,,,74,248,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vyyln7qq4cfziuqlqrxu",Furman,,80,1997,2001,CAR,ACT,,,5,,,1997,5,155,PHI
00-0023654,Nehemiah Broughton,Nehemiah,Nehemiah,Broughton,,,,BRO209220,30050,BrouNe00,2439,,8636,32004252-4f20-9220-cef0-304888ee452d,1982-11-04,RB,RB,,,71,255,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/p0d2b9mqjsytifiteyqw",The Citadel,,32,2005,2010,ARI,RES,,,4,,,2005,7,222,WAS
00-0040642,Vernon Broughton,Vernon,Vernon,Broughton,V.Broughton,Vernon,,BRO316291,58276,BrouVe00,123107,12431,4429040,32004252-4f31-6291-a52f-b18369ea668d,2001-07-15,DL,DT,DL,INTERIOR_LINE,77,311,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/v5nxtujwmtvpdiqk8hrz",Texas,Southeastern Conference,91,2025,2025,NO,RES,RES,R/Injured,0,DI,A,2025,3,71,NO
BRO211140,Walter Broughton,Walter,Walter,Broughton,,,,BRO211140,,BrouWa20,,,,32004252-4f21-1140-e42d-e29b28053e0b,1962-10-20,WR,WR,,,70,180,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r6hasvsbcp2wl7xraflr",Jacksonville State,,0,1986,1988,BUF,ACT,,,3,,,,,,
00-0001865,Willie Broughton,Willie,Willie,Broughton,,,,BRO215832,,BrouWi20,,,7308,32004252-4f21-5832-1099-492bdace5311,1964-09-09,DL,DT,,,77,285,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ptysndt5y8jgzp6y0d5y",Miami,,99,1985,1996,NO,RES,,,9,,,1985,4,88,IND
00-0022605,Jamall Broussard,Jamall,Jamall,Broussard,,,,BRO225216,,BrouJa20,,,8334,32004252-4f22-5216-9e2e-ac05dc8d800d,1981-08-19,WR,WR,,,69,172,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rj3uhiun5prv8yyzorrj",San Jose State; Texas Tech; College of the Canyons,,9,2004,2006,HOU,DEV,,,2,,,,,,
00-0025616,John Broussard,John,John,Broussard,,,,BRO227562,32422,BrouJo00,3845,,10672,32004252-4f22-7562-7f02-bf57e80a557f,1983-12-18,WR,WR,,,73,181,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kyoe6bsbkntczk13wwhu",San Jose State,,0,2007,2009,DET,CUT,,,2,,,2007,7,229,JAX
BRO229908,Steve Broussard,Steve,John,Broussard,,,,BRO229908,,BrouSt20,,,,32004252-4f22-9908-4b86-a21dfce20105,1947-07-19,SPEC,P,,,72,200,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/szxtvoesyf57x0po6xly",Southern Mississippi; Auburn; Marion Military Institute,,0,1975,1975,GB,ACT,,,0,,,,,,
00-0001868,Steve Broussard,Steve,Steven,Broussard,,,,BRO232254,,BrouSt00,,,6672,32004252-4f23-2254-7070-8f98b6d4ce1b,1967-02-22,RB,RB,,,67,201,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/aieafpxmobynobzdxvak",Washington State,,31,1990,1998,SEA,ACT,,,9,,,1990,1,20,ATL
00-0024629,Aaron Brown,Aaron,Aaron,Brown,,,,BRO238705,,,,,10979,32004252-4f23-8705-ae8a-47fe835234ea,1985-11-27,WR,WR,,,75,210,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/stse69m3z6bbaw0sxxqk",New Hampshire,,0,2007,2007,NO,DEV,,,0,,,,,,
00-0027129,Aaron Brown,Aaron,Aaron,Brown,,,,BRO238412,34643,BrowAa00,5116,,12635,32004252-4f23-8412-8d53-bfac9683cbd1,1985-10-10,RB,RB,,,73,205,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ot4tqec3jzevmiwgozrr",TCU,,35,2009,2011,DET,CUT,,,3,,,2009,6,192,DET
00-0029611,Aaron Brown,Aaron,Aaron,Brown,,,,BRO000003,38739,BrowAa01,,,15126,32004252-4f00-0003-bf38-b06beae9546e,1988-09-24,LB,LB,,,72,237,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bxrrdyx1vqeivd8arfzn",Hawaii,,50,2012,2012,LA,CUT,,,0,,,2012,7,209,LA
BRO239292,Aaron Brown,Aaron,Aaron,Brown,,,,BRO239292,,BrowAa21,,,,32004252-4f23-9292-56b8-4f6836a4cb92,1956-01-13,LB,LB,,,74,235,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lbp0khsb7ogdjcqevjma",Ohio State,,0,1978,1987,ATL,ACT,,,6,,,1978,10,252,TB
BRO243984,Aaron Brown,Aaron,Aaron,Brown,,,,BRO243984,,,,,,32004252-4f24-3984-b959-868a1e4b9dad,1943-11-16,DL,DE,,,77,255,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/owy4mkbsxrwab5zwqzwj",Minnesota,,0,1974,1974,GB,ACT,,,8,,,,,,
00-0039511,Ahmarean Brown,Ahmarean,Ahmarean,Brown,A.Brown,Ahmarean,,BRO245049,57627,BrowAh00,97164,11868,4426800,32004252-4f24-5049-eb13-626bd8e76a2d,2000-12-19,WR,WR,WR,WR,69,167,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/itae2siy4zmgxtvwjoal",South Carolina,Southeastern Conference,,2024,2024,BUF,CUT,CUT,Practice Squad,0,,,,,,
00-0021228,Alex Brown,Alex,Alex,Brown,,,,BRO246330,27236,BrowAl20,1105,,3632,32004252-4f24-6330-5219-4c1a1a8bc61b,1979-06-04,DL,DE,,,75,260,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lnrqz1wloz9ahtcw1qlt",Florida,,96,2002,2010,NO,ACT,,,9,,,2002,4,104,CHI
00-0035634,Alex Brown,Alex,Alex,Brown,A.Brown,Alex,,BRO245476,48847,BrowAl02,28605,8549,3140141,32004252-4f24-5476-de33-5bec4e7ed7fa,1996-08-30,DB,CB,DB,CB,71,170,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yuf53a1xrt8f9hsf2c7o",South Carolina State,Mid-Eastern Athletic Conference,30,2019,2020,KC,RES,CUT,Waivers/No Rec.,1,CB,A,,,,
00-0027094,Andre Brown,Andre,Andre,Brown,,,,BRO251022,34580,BrowAn03,5053,2181,12490,32004252-4f25-1022-abfa-814ab2df95f6,1986-12-15,RB,RB,,,72,227,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ttxme2j6sztztjd1wmfh",N.C. State,,35,2009,2013,NYG,ACT,,,5,HB,,2009,4,129,NYG
BRO253368,Andre Brown,Andre,Andre,Brown,,,,BRO253368,,BrowAn00,,,,32004252-4f25-3368-f585-f272e1f76977,1966-08-21,WR,WR,,,75,210,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uhb5eypgn3lkrcnaw3i0",Miami,,0,1989,1990,MIA,ACT,,,2,,,,,,
00-0034394,Andrew Brown,Andrew,Andrew,Brown,A.Brown,Andrew,,BRO255526,46227,BrowAn05,49636,7043,3116761,32004252-4f25-5526-a6f7-6b60c9d607e4,1995-12-30,DL,DT,DL,INTERIOR_LINE,75,290,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/heu1susadiq5soqjuu95",Virginia,Atlantic Coast Conference,,2018,2023,BUF,DEV,DEV,PS; Exc,3,DI,P,2018,5,158,CIN
00-0001875,Anthony Brown,Anthony,Anthony,Brown,,,,BRO266271,,BrowAn20,,,17754,32004252-4f26-6271-8413-f162105d3d31,1972-11-06,OL,OT,,,77,315,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hj8mibsdj2lnjdx8lkuc",Utah; Mesa CC,,60,1995,1999,PIT,ACT,,,5,,,,,,
00-0002067,Tony Brown,Tony,Anthony,Brown,,,,BRO265098,,BrowTo24,,,,32004252-4f26-5098-4c3f-762e6c0380f7,1970-05-15,DB,CB,,,69,183,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pqqbbqdnmgob6xmltnbz",Fresno State,,0,1992,1995,SEA,ACT,,,4,,,1992,5,135,HOU
00-0033047,Anthony Brown,Anthony,Anthony,Brown,A.Brown,Anthony,,BRO266417,43478,BrowAn02,10823,4902,2977756,32004252-4f26-6417-50b1-3b13a5b426b0,1993-12-15,DB,CB,DB,CB,71,196,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/b0di12hyti7dtrbs9stm",Purdue,Big Ten Conference,35,2016,2024,CAR,CUT,CUT,Waivers/No Rec.,8,S,IR,2016,6,189,DAL
00-0037175,Anthony Brown,Anthony,Anthony,Brown,A.Brown,Anthony,,BRO260218,54853,BrowAn06,40316,10560,4035312,32004252-4f26-0218-8fe2-72824b3fcbdd,1998-07-27,QB,QB,QB,QB,73,223,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wsbie1tqhz6uwtf49tmj",Oregon; Boston College,Pacific Twelve Conference,,2022,2024,BUF,CUT,DEV,Practice Squad,2,QB,A,,,,
BRO262752,Tony Brown,Tony,Anthony,Brown,,,,BRO262752,,BrowTo23,,,,32004252-4f26-2752-f0ea-1f37808d6982,1964-07-11,OL,OT,,,77,285,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bi5pbbwtafw2uxemkdvo",Pittsburgh,,0,1987,1987,BUF,ACT,,,1,,,,,,
BRO264628,A.B. Brown,A.B.,Anthony,Brown,,,,BRO264628,,BrowAB00,,,,32004252-4f26-4628-6879-2b58ba0a3806,1965-12-04,RB,RB,,,69,210,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jlutfcmkw7k1sl1nnigd",West Virginia; Pittsburgh,,0,1989,1992,NYJ,ACT,,,3,,,1989,8,209,NYJ
00-0021425,Antonio Brown,Antonio,Antonio,Brown,,,,BRO266564,,BrowAn01,,,4828,32004252-4f26-6564-900f-10384e19d7bf,1978-03-03,WR,WR,,,70,172,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kjwksugdwn69kkrkijso",West Virginia,,82,2003,2005,WAS,ACT,,,3,,,,,,
00-0027793,Antonio Brown,Antonio,Antonio,Brown,A.Brown,Antonio,,BRO000001,35634,BrowAn04,5718,1579,13934,32004252-4f00-0001-4ac0-67a98b776d89,1988-07-10,WR,WR,WR,WR,70,185,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ecxsx9t7bfg42bgfwj3v",Central Michigan,Mid-American Conference,81,2010,2021,TB,CUT,CUT,Waivers/No Rec.,11,WR,,2010,6,195,PIT
BRO267444,Arnold Brown,Arnold,Arnold,Brown,,,,BRO267444,,BrowAr20,,,,32004252-4f26-7444-21f3-07098d8b7ca8,1962-08-27,DB,DB,,,71,185,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xhblstciftgixwd3gsbg",North Carolina Central,,0,1985,1987,SEA,ACT,,,2,,,1985,5,128,SEA
00-0030458,Arthur Brown,Arthur,Arthur,Brown,,Arthur,,BRO267826,40004,BrowAr00,7837,2265,15828,32004252-4f26-7826-b181-9c278553a688,1990-06-17,LB,LB,,,72,240,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vkdjou1tnrmctxq703rw",Kansas State; Miami,Big Twelve Conference,44,2013,2016,NYJ,CUT,ACT,Active,4,LB,,2013,2,56,BAL
00-0035676,A.J. Brown,A.J.,Arthur,Brown,A.Brown,A.J.,,BRO413223,47834,BrowAJ00,48327,7842,4047646,32004252-4f41-3223-e4c5-1e30dffa87f8,1997-06-30,WR,WR,WR,WR,73,226,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/a014sgzctarbvhwb35lw",Mississippi,Southeastern Conference,11,2019,2025,PHI,ACT,ACT,Active,7,WR,A,2019,2,51,TEN
00-0034458,Asantay Brown,Asantay,Asantay,Brown,A.Brown,Asantay,,BRO267889,46642,BrowAs00,49729,7379,3126120,32004252-4f26-7889-2a16-548718c35d68,1995-02-03,LB,LB,,,72,215,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gx24sy5xfgainm1wovjg",Western Michigan,,0,2018,2018,PHI,DEV,CUT,,0,,,,,,
00-0031137,Austin Brown,Austin,Austin,Brown,,Austin,,BRO268017,41954,BrowAu00,8973,3750,16971,32004252-4f26-8017-3cc6-79b363fbe0e7,1991-09-14,DL,NT,,,74,295,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rxjenf3ou8h9m8iiu2j7",Miami (Ohio),,71,2015,2015,NO,RES,RES,,0,,,,,,
00-0033841,Blair Brown,Blair,Blair,Brown,B.Brown,Blair,,BRO269364,44961,BrowBl00,11903,5734,2980639,32004252-4f26-9364-ee0b-d5bd994897a9,1994-05-27,LB,LB,LB,MLB,72,238,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wbuez5fj6artsvlzksvq",Ohio,Mid-American Conference,53,2017,2018,JAX,ACT,ACT,Active,2,LB,,2017,5,148,JAX
00-0036903,Bobby Brown III,Bobby,Bobby,Brown,B.Brown,Bobby,,BRO802918,53546,BrowBo04,82429,9581,4372518,32004252-4f80-2918-2bd2-89c8d04d0f41,2000-08-07,DL,DT,DL,INTERIOR_LINE,76,332,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/f3fspidlfqws3asws3gw",Texas A&M,Southeastern Conference,97,2021,2025,CAR,ACT,ACT,Active,5,DI,A,2021,4,117,LA
BRO274314,Booker Brown,Booker,Booker,Brown,,,,BRO274314,,BrowBo20,,,,32004252-4f27-4314-8d02-00d3bdd3b419,1952-09-25,OL,OT,,,74,257,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rqh3o0mo6mjfknwvc9gu",USC; Santa Barbara,,0,1975,1977,LAC,ACT,,,2,,,1974,6,154,HOU
BRO274733,Boyd Brown,Boyd,Boyd,Brown,,,,BRO274733,,BrowBo01,,,,32004252-4f27-4733-4b15-4ba96dd2fcd5,1952-05-24,TE,TE,,,76,222,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fgjugufegizi6uyuuqka",Alcorn State,,0,1974,1977,NYG,ACT,,,4,,,1974,17,432,DEN
00-0030051,Braden Brown,Braden,Braden,Brown,,,,BRO274942,,BrowBr03,,,16464,32004252-4f27-4942-ef9a-852a1c563e6a,1988-10-10,OL,OL,,,78,300,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fqiqvpkskrxkv3g2krx8",BYU,,0,2013,2013,LA,CUT,,,0,,,,,,
00-0019027,Bobby Brown,Bobby,Braynard,Brown,,,,BRO275152,,BrowBo00,,,2510,32004252-4f27-5152-5d9e-e4fe27083eeb,1977-03-26,WR,WR,,,74,197,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jy01cqstalf2vdtn9e64",Notre Dame,,89,2000,2000,CLE,ACT,,,0,,,,,,
00-0033655,Brian Brown,Brian,Brian,Brown,B.Brown,Brian,,BRO276447,45529,BrowBr05,12318,6227,3049891,32004252-4f27-6447-d3b1-9b4f5a40c812,1994-10-22,WR,WR,,,73,208,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dwrwaocxvejc0pkdha4u",Richmond,,0,2017,2018,DET,DEV,DEV,,1,,,,,,
00-0037329,Brittain Brown,Brittain,Brittain,Brown,B.Brown,Brittain,,BRO277743,54715,BrowBr06,40399,10295,4036032,32004252-4f27-7743-fcbe-008b65b9b8ef,1997-10-10,RB,RB,RB,RB,73,205,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zpugbbzvxbpemoif9txa",UCLA,Pacific Twelve Conference,38,2022,2025,CHI,DEV,RES,Reserve/Future,3,HB,A,2022,7,250,LV
00-0029429,Bryce Brown,Bryce,Bryce,Brown,,Bryce,,BRO279039,38759,BrowBr02,7213,728,15092,32004252-4f27-9039-f54b-8c9729af0593,1991-05-14,RB,RB,,,72,220,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sf0mz0q1kzqu2v3lmmsa",Kansas State; Tennessee,Big Twelve Conference,36,2012,2015,SEA,ACT,ACT,Inactive,4,HB,,2012,7,229,PHI
00-0036400,Cameron Brown,Cam,Cameron,Brown,C.Brown,Cam,,BRO287602,52591,BrowCa01,42516,8923,4045165,32004252-4f28-7602-da68-e57df3d46cdb,1998-04-01,LB,LB,,,77,230,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mghokahv3kzopupvgiwa",Penn State,Big Ten Conference,47,2020,2024,MIA,RES,CUT,R/UFA,5,ED,IR,2020,6,183,NYG
BRO290904,Carlos Brown,Carlos,Carlos,Brown,,,,BRO290904,,BrowCa00,,,,32004252-4f29-0904-3380-699a5e7e410b,1952-07-31,QB,QB,,,75,210,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wnqelm69jeuneensj8zv",University of U. of Pacific,,0,1975,1976,GB,ACT,,,2,,,1975,12,296,GB
00-0023621,C.C. Brown,C.C.,Ceandris,Brown,,,,BRO293250,30015,BrowC.20,2405,6640,8602,32004252-4f29-3250-8fe2-930ed70a262b,1983-01-27,DB,DB,,,72,208,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vq43zahk2e2jepswmkmi",Louisiana-Lafayette; Delta State University,,38,2005,2011,JAX,ACT,,,7,S,,2005,6,188,HOU
BRO295596,Cedric Brown,Cedric,Cedric,Brown,,,,BRO295596,,BrowCe20,,,,32004252-4f29-5596-cd32-37f333a4ab79,1954-05-06,DB,FS,,,73,199,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qviq1lffqmprehgpnlef",Kent State,,0,1976,1984,TB,ACT,,,8,,,1976,12,343,LV
BRO300288,Cedrick Brown,Cedrick,Cedrick,Brown,,,,BRO300288,,BrowCe21,,,,32004252-4f30-0288-f02d-09032f59aa1d,1964-09-06,DB,DB,,,70,178,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uvegwsckhtkkq5wcnvok",Washington State,,0,1987,1987,PHI,ACT,,,1,,,,,,
